ID,datetime,province,new_cases,cumulative_cases,type,reference
28,2020-03-18T00:00:00Z,Balochistan,7,23,INFECTED,https://www.dawn.com/news/1541940
29,2020-03-15T00:00:00Z,Sindh,13,34,INFECTED,https://www.dawn.com/news/1541123
30,2020-03-16T00:00:00Z,Sindh,15,150,INFECTED,https://www.dawn.com/news/1541379
31,2020-03-14T00:00:00Z,Islamabad,1,1,INFECTED,https://www.dawn.com/news/1540888
32,2020-02-29T00:00:00Z,Sindh,1,2,INFECTED,https://www.dawn.com/news/1537413/government-urges-calm-as-coronavirus-cases-in-pakistan-rise-to-4
33,2020-03-18T00:00:00Z,Punjab,2,28,INFECTED,https://www.dawn.com/news/1541928
34,2020-03-13T00:00:00Z,Sindh,1,3,RECOVERED,https://www.dawn.com/news/1540571
35,2020-03-17T00:00:00Z,Sindh,17,172,INFECTED,https://www.dawn.com/news/1541656
36,2020-03-16T00:00:00Z,Punjab,1,2,INFECTED,https://www.dawn.com/news/1541403
37,2020-03-17T00:00:00Z,Sindh,5,155,INFECTED,https://www.dawn.com/news/1541613
38,2020-03-18T00:00:00Z,Sindh,19,199,INFECTED,https://www.dawn.com/news/1541935
39,2020-03-11T00:00:00Z,Balochistan,1,1,INFECTED,https://www.dawn.com/news/1539943
40,2020-03-16T00:00:00Z,Sindh,47,83,INFECTED,https://www.dawn.com/news/1541395
41,2020-03-17T00:00:00Z,Punjab,6,8,INFECTED,https://www.dawn.com/news/1541618
42,2020-03-16T00:00:00Z,Sindh,11,135,INFECTED,https://www.dawn.com/news/1541367
43,2020-02-29T00:00:00Z,,1,2,INFECTED,https://www.dawn.com/news/1537413/government-urges-calm-as-coronavirus-cases-in-pakistan-rise-to-4
44,2020-03-18T00:00:00Z,KPK,1,18,INFECTED,https://www.dawn.com/news/1541904
45,2020-03-15T00:00:00Z,Punjab,1,1,INFECTED,https://www.dawn.com/news/1541122
46,2020-03-12T00:00:00Z,,1,5,INFECTED,https://www.dawn.com/news/1540357
47,2020-03-16T00:00:00Z,Sindh,1,36,INFECTED,https://www.dawn.com/news/1541368
48,2020-03-13T00:00:00Z,Sindh,1,15,INFECTED,https://www.dawn.com/news/1540571
49,2020-03-18T00:00:00Z,KPK,1,1,DECEASED,https://www.dawn.com/news/1541943
50,2020-03-18T00:00:00Z,AJK,1,1,INFECTED,https://www.dawn.com/news/1541936
51,2020-03-18T00:00:00Z,Punjab,5,33,INFECTED,https://www.dawn.com/news/1541948
84,2020-03-18T00:00:00Z,KPK,1,2,DECEASED,https://www.dawn.com/news/1541947
86,2020-03-19T00:00:00Z,Sindh,3,236,INFECTED,https://www.dawn.com/news/1542132
87,2020-03-19T00:00:00Z,Sindh,2,238,INFECTED,https://www.dawn.com/news/1542162
88,2020-03-19T00:00:00Z,Balochistan,22,81,INFECTED,https://www.dawn.com/news/1542157
89,2020-03-19T00:00:00Z,KPK,4,23,INFECTED,https://www.dawn.com/news/1542158
90,2020-03-19T00:00:00Z,Sindh,2,210,INFECTED,https://www.dawn.com/news/1542162
91,2020-03-19T00:00:00Z,Punjab,45,78,INFECTED,https://www.dawn.com/news/1542175
92,2020-03-19T00:00:00Z,Sindh,2,212,INFECTED,https://www.dawn.com/news/1542180
93,2020-03-19T00:00:00Z,,6,21,INFECTED,https://www.dawn.com/news/1542198
94,2020-03-19T00:00:00Z,Sindh,21,233,INFECTED,https://www.dawn.com/news/1542201
95,2020-03-19T00:00:00Z,Balochistan,31,54,INFECTED,https://www.dawn.com/news/1542180
96,2020-03-19T00:00:00Z,Balochistan,5,59,INFECTED,https://www.dawn.com/news/1542209
97,2020-03-20T00:00:00Z,Punjab,2,80,INFECTED,https://www.dawn.com/news/1542377
98,2020-03-20T00:00:00Z,Sindh,11,252,INFECTED,https://www.dawn.com/news/1542418
99,2020-03-20T00:00:00Z,Punjab,16,96,INFECTED,https://www.dawn.com/news/1542399
100,2020-03-20T00:00:00Z,Sindh,1,1,DECEASED,https://www.dawn.com/news/1542368
102,2020-03-20T00:00:00Z,Islamabad,8,10,INFECTED,None
103,2020-03-20T00:00:00Z,Sindh,3,241,INFECTED,https://www.dawn.com/news/1542438
104,2020-03-20T00:00:00Z,Balochistan,11,92,INFECTED,https://www.dawn.com/news/1542439
105,2020-03-21T00:00:00Z,Sindh,15,267,INFECTED,https://www.dawn.com/news/1542620
106,2020-03-21T00:00:00Z,KPK,2,25,INFECTED,https://www.dawn.com/news/1542645
107,2020-03-21T00:00:00Z,Balochistan,12,104,INFECTED,https://www.dawn.com/news/1542646
108,2020-03-21T12:00:00Z,KPK,2,27,INFECTED,https://www.dawn.com/news/1542649
111,2020-03-21T00:00:00Z,Punjab,41,137,INFECTED,https://www.dawn.com/news/1542662
112,2020-03-21T00:00:00Z,Sindh,2,269,INFECTED,https://www.dawn.com/news/1542674
113,2020-03-21T00:00:00Z,,25,46,INFECTED,https://www.dawn.com/news/1542676
114,2020-03-21T00:00:00Z,,9,55,INFECTED,None
115,2020-03-21T00:00:00Z,Sindh,22,292,INFECTED,https://www.dawn.com/news/1542677
116,2020-03-21T13:00:00Z,KPK,4,31,INFECTED,https://www.dawn.com/news/1542681
117,2020-03-21T00:00:00Z,Sindh,1,270,INFECTED,None
118,2020-03-21T00:00:00Z,Punjab,15,152,INFECTED,https://www.dawn.com/news/1542745
119,2020-03-22T00:00:00Z,KPK,1,3,DECEASED,https://www.dawn.com/news/1542868
120,2020-03-22T00:00:00Z,Punjab,70,225,INFECTED,https://www.dawn.com/news/1542926
121,2020-03-22T00:00:00Z,Sindh,41,352,INFECTED,https://www.dawn.com/news/1542911
122,2020-03-22T00:00:00Z,Islamabad,1,11,INFECTED,https://www.dawn.com/news/1542908
123,2020-03-22T00:00:00Z,Sindh,1,4,RECOVERED,https://www.dawn.com/news/1542962
125,2020-03-22T00:00:00Z,Balochistan,4,108,INFECTED,https://www.dawn.com/news/1542967
127,2020-03-22T00:00:00Z,Sindh,8,300,INFECTED,None
128,2020-03-22T00:00:00Z,,16,71,INFECTED,None
129,2020-03-22T00:00:00Z,Punjab,3,155,INFECTED,https://www.dawn.com/news/1542970
130,2020-03-22T00:00:00Z,Sindh,11,311,INFECTED,https://www.dawn.com/news/1542983
131,2020-03-22T00:00:00Z,,1,1,DECEASED,None
132,2020-03-23T00:00:00Z,Balochistan,1,1,DECEASED,https://www.dawn.com/news/1543100
133,2020-03-16T00:00:00Z,Islamabad,1,1,RECOVERED,https://www.nih.org.pk/wp-content/uploads/2020/03/COVID-19-Daily-Updated-SitRep-17-Mar-2020.pdf
134,2020-03-18T00:00:00Z,Islamabad,1,2,RECOVERED,https://www.nih.org.pk/wp-content/uploads/2020/03/COVID-19-Daily-Updated-SitRep-19-Mar-2020.pdf
135,2020-03-23T00:00:00Z,Islamabad,4,15,INFECTED,https://www.dawn.com/news/1543112
136,2020-03-23T00:00:00Z,Punjab,21,246,INFECTED,https://www.dawn.com/news/1543162
137,2020-03-23T00:00:00Z,KPK,1,32,INFECTED,https://www.dawn.com/news/1543127
138,2020-03-23T00:00:00Z,Balochistan,2,110,INFECTED,https://www.dawn.com/news/1543182
139,2020-03-23T12:00:00Z,KPK,6,38,INFECTED,https://www.dawn.com/news/1543170
140,2020-03-23T00:00:00Z,Sindh,42,394,INFECTED,https://www.dawn.com/news/1543169
141,2020-03-24T00:00:00Z,Punjab,3,267,INFECTED,https://www.dawn.com/news/1543275
142,2020-03-24T00:00:00Z,Sindh,5,407,INFECTED,None
143,2020-03-24T00:00:00Z,,9,80,INFECTED,None
144,2020-03-24T00:00:00Z,Sindh,8,402,INFECTED,None
145,2020-03-24T00:00:00Z,Punjab,18,264,INFECTED,None
146,2020-03-24T00:00:00Z,Punjab,14,281,INFECTED,None
147,2020-03-24T00:00:00Z,KPK,40,78,INFECTED,None
148,2020-03-24T00:00:00Z,Sindh,10,14,RECOVERED,https://www.dawn.com/news/1543428
150,2020-03-24T00:00:00Z,Punjab,1,1,DECEASED,https://www.dawn.com/news/1543383
151,2020-03-25T00:00:00Z,Balochistan,5,115,INFECTED,None
152,2020-03-25T00:00:00Z,Sindh,6,413,INFECTED,None
153,2020-03-25T00:00:00Z,Punjab,15,296,INFECTED,None
154,2020-03-25T00:00:00Z,,1,81,INFECTED,None
155,2020-03-25T00:00:00Z,Islamabad,1,21,INFECTED,None
157,2020-03-25T00:00:00Z,Balochistan,2,117,INFECTED,None
158,2020-03-25T00:00:00Z,Punjab,14,310,INFECTED,None
159,2020-03-25T00:00:00Z,KPK,2,80,INFECTED,None
160,2020-03-25T00:00:00Z,Islamabad,4,25,INFECTED,None
161,2020-03-11T00:00:00Z,Sindh,1,2,RECOVERED,None
163,2020-03-24T00:00:00Z,Punjab,3,3,RECOVERED,None
164,2020-03-25T00:00:00Z,Balochistan,14,131,INFECTED,None
165,2020-03-25T00:00:00Z,Sindh,4,417,INFECTED,None
166,2020-03-25T00:00:00Z,Punjab,13,323,INFECTED,None
167,2020-03-25T12:00:00Z,KPK,41,121,INFECTED,None
168,2020-03-26T00:00:00Z,,3,91,INFECTED,None
169,2020-03-25T00:00:00Z,Islamabad,5,20,INFECTED,None
170,2020-03-26T00:00:00Z,Sindh,4,429,INFECTED,None
171,2020-03-25T00:00:00Z,Punjab,1,2,DECEASED,None
172,2020-03-25T00:00:00Z,KPK,2,2,RECOVERED,None
173,2020-03-26T00:00:00Z,Punjab,17,359,INFECTED,None
174,2020-03-26T00:00:00Z,Punjab,5,342,INFECTED,None
175,2020-03-26T12:00:00Z,KPK,2,147,INFECTED,None
176,2020-03-26T00:00:00Z,Punjab,49,408,INFECTED,None
177,2020-03-26T00:00:00Z,Punjab,1,3,DECEASED,https://twitter.com/UsmanAKBuzdar/status/1243253507119071235
178,2020-03-26T00:00:00Z,Sindh,8,425,INFECTED,None
179,2020-03-26T00:00:00Z,Punjab,14,337,INFECTED,None
180,2020-03-26T00:00:00Z,KPK,24,145,INFECTED,None
181,2020-03-26T00:00:00Z,,7,88,INFECTED,None
182,2020-03-26T00:00:00Z,AJK,1,2,INFECTED,None
183,2020-03-26T00:00:00Z,Islamabad,2,27,INFECTED,None
184,2020-03-26T00:00:00Z,,2,2,RECOVERED,None
185,2020-03-27T00:00:00Z,Sindh,11,440,INFECTED,None
186,2020-03-27T00:00:00Z,Punjab,6,414,INFECTED,None
187,2020-03-27T00:00:00Z,Punjab,11,425,INFECTED,None
188,2020-03-27T00:00:00Z,KPK,33,180,INFECTED,None
189,2020-03-27T00:00:00Z,Punjab,65,490,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1243620127679172614
190,2020-03-27T00:00:00Z,Punjab,1,4,DECEASED,https://www.dawn.com/news/1544258
191,2020-03-27T00:00:00Z,Balochistan,2,133,INFECTED,None
192,2020-03-27T00:00:00Z,Sindh,17,457,INFECTED,None
193,2020-03-27T00:00:00Z,,16,107,INFECTED,None
194,2020-03-27T00:00:00Z,Islamabad,12,39,INFECTED,None
195,2020-03-27T12:00:00Z,Punjab,1,5,DECEASED,None
196,2020-03-27T00:00:00Z,Punjab,1,4,RECOVERED,None
197,2020-03-27T00:00:00Z,Balochistan,2,2,RECOVERED,None
198,2020-03-27T00:00:00Z,,1,3,RECOVERED,None
200,2020-03-28T00:00:00Z,KPK,1,4,DECEASED,https://www.dawn.com/news/1544461
201,2020-03-28T00:00:00Z,Sindh,12,481,INFECTED,None
202,2020-03-28T00:00:00Z,Punjab,67,557,INFECTED,None
203,2020-03-28T00:00:00Z,KPK,8,188,INFECTED,None
204,2020-03-28T00:00:00Z,Sindh,12,469,INFECTED,None
205,2020-03-28T00:00:00Z,Punjab,1,558,INFECTED,None
206,2020-03-28T00:00:00Z,,9,116,INFECTED,None
207,2020-03-28T00:00:00Z,Islamabad,4,43,INFECTED,None
208,2020-03-28T00:00:00Z,Balochistan,5,138,INFECTED,None
209,2020-03-28T00:00:00Z,Sindh,1,2,DECEASED,https://twitter.com/SindhHealthDpt/status/1244288898731323392
210,2020-03-28T00:00:00Z,,1,4,RECOVERED,None
211,2020-03-29T00:00:00Z,Sindh,21,502,INFECTED,None
212,2020-03-29T00:00:00Z,Punjab,13,571,INFECTED,None
213,2020-03-29T00:00:00Z,AJK,4,6,INFECTED,None
214,2020-03-29T00:00:00Z,Balochistan,3,141,INFECTED,None
215,2020-03-29T00:00:00Z,KPK,4,192,INFECTED,None
216,2020-03-29T00:00:00Z,Punjab,1,6,DECEASED,https://twitter.com/UsmanAKBuzdar/status/1244331725200723969
217,2020-03-29T00:00:00Z,KPK,1,5,DECEASED,https://www.dawn.com/news/1544758
218,2020-03-29T00:00:00Z,Sindh,1,3,DECEASED,https://twitter.com/SindhHealthDpt/status/1244288898731323392
219,2020-03-29T00:00:00Z,,1,2,DECEASED,https://www.dawn.com/news/1544898/govt-claims-27pc-cases-due-to-local-transmission
220,2020-03-29T00:00:00Z,Punjab,28,599,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1244331725200723969
221,2020-03-30T00:00:00Z,Balochistan,3,152,INFECTED,None
222,2020-03-30T00:00:00Z,Islamabad,8,51,INFECTED,None
223,2020-03-30T00:00:00Z,,12,128,INFECTED,None
224,2020-03-30T00:00:00Z,Sindh,6,566,INFECTED,None
225,2020-03-30T12:00:00Z,KPK,3,221,INFECTED,None
226,2020-03-30T00:00:00Z,Sindh,2,6,DECEASED,https://twitter.com/SindhHealthDpt/status/1244523054601994241
227,2020-03-29T00:00:00Z,Islamabad,1,3,RECOVERED,None
229,2020-03-29T00:00:00Z,Sindh,2,16,RECOVERED,None
231,2020-03-30T00:00:00Z,Punjab,19,651,INFECTED,None
233,2020-03-30T00:00:00Z,Balochistan,8,149,INFECTED,None
234,2020-03-30T00:00:00Z,Sindh,27,529,INFECTED,None
235,2020-03-29T00:00:00Z,Punjab,1,5,RECOVERED,None
236,2020-03-30T00:00:00Z,Sindh,25,41,RECOVERED,https://twitter.com/SindhHealthDpt/status/1244654428436733952
237,2020-03-30T00:00:00Z,KPK,26,218,INFECTED,https://twitter.com/HealthKPGovt/status/1244642859128586240
238,2020-03-30T00:00:00Z,Punjab,10,609,INFECTED,None
239,2020-03-30T00:00:00Z,Punjab,23,632,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1244699969606561792
240,2020-03-30T00:00:00Z,Punjab,3,9,DECEASED,https://twitter.com/UsmanAKBuzdar/status/1244699969606561792
241,2020-03-30T00:00:00Z,Sindh,31,560,INFECTED,https://twitter.com/SindhHealthDpt/status/1244691149681561601
242,2020-03-30T00:00:00Z,KPK,1,6,DECEASED,None
243,2020-03-30T00:00:00Z,Sindh,1,4,DECEASED,None
244,2020-03-31T00:00:00Z,Balochistan,1,153,INFECTED,None
245,2020-03-31T00:00:00Z,Islamabad,3,54,INFECTED,None
246,2020-03-31T00:00:00Z,,20,148,INFECTED,None
247,2020-03-31T00:00:00Z,Punjab,1,652,INFECTED,None
248,2020-03-31T00:00:00Z,Sindh,61,627,INFECTED,None
250,2020-03-31T00:00:00Z,Sindh,1,42,RECOVERED,None
251,2020-03-31T00:00:00Z,Balochistan,15,17,RECOVERED,https://twitter.com/LiaquatShahwani/status/1244929832674373632
252,2020-03-31T00:00:00Z,Sindh,49,676,INFECTED,None
253,2020-03-31T00:00:00Z,Punjab,24,676,INFECTED,None
254,2020-03-31T00:00:00Z,Sindh,10,52,RECOVERED,https://twitter.com/SindhHealthDpt/status/1245033820363075586
255,2020-03-31T00:00:00Z,Sindh,2,8,DECEASED,https://www.dawn.com/news/1545297
256,2020-03-31T00:00:00Z,Punjab,32,708,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1245061363132743683
257,2020-03-31T00:00:00Z,KPK,32,253,INFECTED,https://twitter.com/HealthKPGovt/status/1245044066959663104
258,2020-04-01T00:00:00Z,Balochistan,5,164,INFECTED,None
259,2020-04-01T00:00:00Z,,36,184,INFECTED,None
260,2020-04-01T00:00:00Z,Punjab,32,845,INFECTED,None
261,2020-04-01T00:00:00Z,Sindh,33,709,INFECTED,None
262,2020-04-01T00:00:00Z,KPK,21,274,INFECTED,https://twitter.com/KPCoronaUpdates/status/1245418985820225536
263,2020-04-01T00:00:00Z,KPK,2,8,DECEASED,https://twitter.com/KPCoronaUpdates/status/1245418985820225536
264,2020-04-01T00:00:00Z,Punjab,105,813,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1245424668082933760
265,2020-04-01T00:00:00Z,Balochistan,6,159,INFECTED,None
266,2020-04-01T00:00:00Z,Punjab,2,11,DECEASED,None
267,2020-04-01T00:00:00Z,Sindh,1,9,DECEASED,https://www.dawn.com/news/1545587
268,2020-04-02T00:00:00Z,AJK,3,9,INFECTED,None
269,2020-04-02T00:00:00Z,Balochistan,5,169,INFECTED,None
270,2020-04-02T00:00:00Z,Islamabad,8,62,INFECTED,None
271,2020-04-02T00:00:00Z,,3,187,INFECTED,None
272,2020-04-02T00:00:00Z,Sindh,34,743,INFECTED,None
273,2020-04-01T00:00:00Z,Sindh,6,58,RECOVERED,None
274,2020-04-01T00:00:00Z,Punjab,1,6,RECOVERED,None
275,2020-04-01T00:00:00Z,KPK,17,19,RECOVERED,None
276,2020-04-02T00:00:00Z,Punjab,77,922,INFECTED,None
277,2020-04-02T00:00:00Z,Sindh,18,761,INFECTED,None
278,2020-04-02T00:00:00Z,KPK,1,9,DECEASED,None
279,2020-04-02T00:00:00Z,KPK,37,311,INFECTED,https://twitter.com/KPCoronaUpdates/status/1245765892706836481
280,2020-04-02T00:00:00Z,Sindh,2,11,DECEASED,https://www.dawn.com/news/1545875
281,2020-04-02T00:00:00Z,,1,3,DECEASED,None
282,2020-04-03T00:00:00Z,Islamabad,6,68,INFECTED,None
284,2020-04-03T00:00:00Z,,3,190,INFECTED,None
285,2020-04-03T00:00:00Z,Sindh,22,783,INFECTED,None
287,2020-04-02T00:00:00Z,Sindh,7,65,RECOVERED,None
289,2020-04-02T00:00:00Z,KPK,11,30,RECOVERED,None
291,2020-04-02T00:00:00Z,,1,5,RECOVERED,None
292,2020-04-03T00:00:00Z,Sindh,2,14,DECEASED,https://twitter.com/SindhHealthDpt/status/1246036591510016002
293,2020-04-03T00:00:00Z,Punjab,6,928,INFECTED,None
294,2020-04-03T00:00:00Z,AJK,2,11,INFECTED,None
295,2020-04-03T00:00:00Z,Balochistan,6,175,INFECTED,None
296,2020-04-03T00:00:00Z,KPK,32,343,INFECTED,None
297,2020-04-03T00:00:00Z,Punjab,49,977,INFECTED,None
298,2020-04-04T00:00:00Z,Islamabad,7,75,INFECTED,None
299,2020-04-04T00:00:00Z,,3,193,INFECTED,None
300,2020-04-04T00:00:00Z,Punjab,95,1072,INFECTED,None
301,2020-04-04T00:00:00Z,Sindh,56,839,INFECTED,None
302,2020-04-03T00:00:00Z,Sindh,1,12,DECEASED,https://twitter.com/SindhHealthDpt/status/1246164727862120451
303,2020-04-03T00:00:00Z,KPK,2,11,DECEASED,None
304,2020-04-03T00:00:00Z,,4,9,RECOVERED,None
305,2020-04-04T00:00:00Z,KPK,29,372,INFECTED,None
306,2020-04-04T00:00:00Z,AJK,1,12,INFECTED,None
307,2020-04-04T00:00:00Z,Balochistan,10,185,INFECTED,None
308,2020-04-04T00:00:00Z,Punjab,59,1131,INFECTED,None
309,2020-04-05T00:00:00Z,Islamabad,3,78,INFECTED,None
310,2020-04-05T00:00:00Z,,13,206,INFECTED,None
311,2020-04-05T00:00:00Z,Punjab,32,1319,INFECTED,None
312,2020-04-05T00:00:00Z,Sindh,25,881,INFECTED,None
313,2020-04-04T00:00:00Z,AJK,1,1,RECOVERED,None
314,2020-04-04T00:00:00Z,KPK,3,14,DECEASED,None
315,2020-04-04T00:00:00Z,Punjab,1,12,DECEASED,None
316,2020-04-04T00:00:00Z,Punjab,19,25,RECOVERED,None
317,2020-04-04T00:00:00Z,Sindh,1,15,DECEASED,None
318,2020-04-04T00:00:00Z,Sindh,20,85,RECOVERED,None
319,2020-04-05T00:00:00Z,Sindh,17,856,INFECTED,None
320,2020-04-05T00:00:00Z,AJK,2,14,INFECTED,None
321,2020-04-05T00:00:00Z,Balochistan,4,189,INFECTED,None
322,2020-04-05T00:00:00Z,Punjab,156,1287,INFECTED,None
323,2020-04-05T00:00:00Z,Punjab,61,1380,INFECTED,https://twitter.com/HealthPunjabGov/status/1246893629811163140
324,2020-04-05T00:00:00Z,KPK,43,415,INFECTED,https://twitter.com/KPCoronaUpdates/status/1246872962600484864
325,2020-04-05T00:00:00Z,Balochistan,4,193,INFECTED,https://twitter.com/LiaquatShahwani/status/1246832942602571776
326,2020-04-05T00:00:00Z,KPK,2,16,DECEASED,https://twitter.com/KPCoronaUpdates/status/1246872962600484864
327,2020-04-06T00:00:00Z,Balochistan,13,30,RECOVERED,None
328,2020-04-06T00:00:00Z,,4,15,RECOVERED,None
329,2020-04-06T00:00:00Z,KPK,32,62,RECOVERED,None
330,2020-04-06T00:00:00Z,Punjab,3,15,DECEASED,None
331,2020-04-06T00:00:00Z,Sindh,38,253,RECOVERED,None
332,2020-04-06T00:00:00Z,AJK,1,16,INFECTED,None
333,2020-04-06T00:00:00Z,Islamabad,4,82,INFECTED,None
335,2020-04-06T00:00:00Z,,5,211,INFECTED,None
336,2020-04-06T00:00:00Z,Punjab,113,1493,INFECTED,None
337,2020-04-06T00:00:00Z,AJK,1,15,INFECTED,None
338,2020-04-06T00:00:00Z,Balochistan,9,202,INFECTED,None
340,2020-04-06T00:00:00Z,Punjab,134,1627,INFECTED,None
341,2020-04-06T00:00:00Z,,2,11,RECOVERED,None
342,2020-04-06T00:00:00Z,Punjab,81,1708,INFECTED,None
343,2020-04-06T00:00:00Z,Punjab,210,1918,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1247222514423681024
344,2020-04-06T00:00:00Z,Islamabad,1,1,DECEASED,None
345,2020-04-06T00:00:00Z,Sindh,2,17,DECEASED,https://twitter.com/SindhHealthDpt/status/1247236371032522752
346,2020-04-06T00:00:00Z,Sindh,130,215,RECOVERED,https://twitter.com/SindhHealthDpt/status/1247236371032522752
347,2020-04-06T00:00:00Z,Sindh,51,932,INFECTED,https://twitter.com/SindhHealthDpt/status/1247236371032522752
348,2020-04-07T00:00:00Z,KPK,29,529,INFECTED,https://twitter.com/Jhagra/status/1247375140700160008
349,2020-04-06T00:00:00Z,KPK,1,17,DECEASED,https://twitter.com/Jhagra/status/1247375140700160008
350,2020-04-07T00:00:00Z,AJK,2,18,INFECTED,None
351,2020-04-07T00:00:00Z,Islamabad,1,83,INFECTED,None
352,2020-04-07T00:00:00Z,Balochistan,33,63,RECOVERED,None
353,2020-04-07T00:00:00Z,KPK,7,69,RECOVERED,None
354,2020-04-07T00:00:00Z,Sindh,1,18,DECEASED,None
355,2020-04-07T00:00:00Z,Punjab,86,2004,INFECTED,None
356,2020-04-07T00:00:00Z,AJK,1,19,INFECTED,None
357,2020-04-07T00:00:00Z,Sindh,54,986,INFECTED,https://twitter.com/SindhHealthDpt/status/1247542499712716801
358,2020-04-06T00:00:00Z,KPK,85,500,INFECTED,None
359,2020-04-08T00:00:00Z,KPK,26,555,INFECTED,https://twitter.com/HealthKPGovt/status/1247636927546904583
360,2020-04-07T00:00:00Z,Punjab,26,2030,INFECTED,https://twitter.com/GOPunjabPK/status/1247638533046763523
361,2020-04-08T00:00:00Z,Balochistan,1,2,DECEASED,None
362,2020-04-08T00:00:00Z,Balochistan,12,75,RECOVERED,None
363,2020-04-08T12:00:00Z,KPK,1,20,DECEASED,None
364,2020-04-08T00:00:00Z,KPK,1,122,RECOVERED,None
365,2020-04-08T00:00:00Z,Punjab,1,17,DECEASED,None
366,2020-04-08T00:00:00Z,Punjab,9,34,RECOVERED,None
367,2020-04-08T00:00:00Z,Sindh,16,269,RECOVERED,None
368,2020-04-08T00:00:00Z,AJK,9,28,INFECTED,None
369,2020-04-08T00:00:00Z,Punjab,102,2166,INFECTED,None
370,2020-04-08T00:00:00Z,,10,221,INFECTED,https://twitter.com/LiaquatShahwani/status/1247919908396154886
371,2020-04-08T00:00:00Z,Sindh,50,1036,INFECTED,https://twitter.com/SindhHealthDpt/status/1247896513851711492
372,2020-04-08T00:00:00Z,Balochistan,8,210,INFECTED,None
373,2020-04-08T00:00:00Z,Punjab,34,2064,INFECTED,https://twitter.com/UsmanAKBuzdar/status/1247969419021729792
374,2020-04-09T00:00:00Z,Balochistan,2,212,INFECTED,None
375,2020-04-09T00:00:00Z,Islamabad,19,102,INFECTED,None
377,2020-04-09T00:00:00Z,Punjab,5,2279,INFECTED,None
379,2020-04-08T00:00:00Z,KPK,2,19,DECEASED,https://twitter.com/KPCoronaUpdates/status/1248112165623644162
380,2020-04-08T00:00:00Z,KPK,52,121,RECOVERED,https://twitter.com/KPCoronaUpdates/status/1248112165623644162
381,2020-04-08T00:00:00Z,Punjab,1,16,DECEASED,None
382,2020-04-08T00:00:00Z,Sindh,2,20,DECEASED,None
383,2020-04-09T00:00:00Z,Balochistan,1,76,RECOVERED,None
384,2020-04-09T00:00:00Z,,81,96,RECOVERED,None
385,2020-04-09T00:00:00Z,Islamabad,7,10,RECOVERED,None
386,2020-04-09T00:00:00Z,Punjab,1,35,RECOVERED,None
