PESHAWAR,PESHAWAR,Lady Reading Hospital Jehangir pura,Lady Reading Hospital Jehangir pura,0333-9247988,Both
PESHAWAR,PESHAWAR,MCHC Mattani,MCHC Mattani,0345-9146891,Both
PESHAWAR,PESHAWAR,Molvi Gee Hospital Shahi Bagh,Molvi Gee Hospital Shahi Bagh,0333-9248443,Both
PESHAWAR,PESHAWAR,Naseerullah Khan Baber Hospital Deh Bahader,Naseerullah Khan Baber Hospital Deh Bahader,0300-5829545,Both
PESHAWAR,PESHAWAR,Patwar Bala,Patwar Bala,0333-5947474,Both
PESHAWAR,PESHAWAR,Police Services Hospital Cantt 5,Police Services Hospital Cantt 6,0919223472,Both
PESHAWAR,PESHAWAR,RHC Badber Maryam Zai,RHC Badber Maryam Zai,0300-5829545,Both
PESHAWAR,PESHAWAR,RHC Gara Tajik Gahri Sher Dad,RHC Gara Tajik Gahri Sher Dad,0300-5987986,Both
PESHAWAR,PESHAWAR,RHC Nahaqi,RHC Nahaqi,0312-8061234,Both
PESHAWAR,PESHAWAR,RHC Regi,RHC Regi,0333-5042588,Both
PESHAWAR,PESHAWAR,RHC Takht Abad,RHC Takht Abad,0333-5060604,Both
PESHAWAR,PESHAWAR,IDH Sifat Gayor,,0333-9296510,Both
Peshawar,Peshawar,Public Health School (Lahori),Public Health School (Lahori),0333-9117845,Both
Peshawar,Peshawar,Post Graduate Nursing School,Post Graduate Nursing School,0343-9298076,Both
Peshawar,Peshawar,MV1 Peshawar(A),,,Both
Peshawar,Peshawar,MV2 Peshawar(M),,,Both
Peshawar,Peshawar,MV3 Peshawar(W),,,Both
S WAZIRISTAN,WANA,DHQ Hospital Wana,DHQ Hospital Wana,0331-6404041,Both
S WAZIRISTAN,SERWEKAI,THQ Hospital MKS,THQ Hospital MKS,0334-3099543,Both
S WAZIRISTAN,BIRMIL,THQ Hospital Shulam,THQ Hospital Shulam,0335-1836894,Both
S WAZIRISTAN,TOI KHULLA,THQ Hospital Toikhula,THQ Hospital Toikhula,0320-8557235,Both
SHANGLA,ALPURI,BHU Martung,BHU Martung,0344-5186359,Both
SHANGLA,ALPURI,DHQ Hospital Alpuri,DHQ Hospital Alpuri,0346-9703939,Both
SHANGLA,PURAN,Puran Medical Complex Aloch,Puran Medical Complex Aloch,0344-5582456,Both
SHANGLA,ALPURI,RHC Chakisar,RHC Chakisar,0345-5987657,Both
SHANGLA,ALPURI,RHC Karora,RHC Karora,0348-8869310,Both
SHANGLA,ALPURI,THQ (Hospital) Besham,THQ (Hospital) Besham,0346-9638515,Both
SHANGLA,Shangla,BHU Chawga,BHU Chawga,,Both
SHANGLA,Shangla,CD Shapur,CD Shapur,,Both
SHANGLA,Shangla,Bhu Kamach,Bhu Kamach,,Both
SWABI,SWABI,BHU Beka,BHU Beka,0313-9943948,Both
SWABI,SWABI,BHU Jhanda,BHU Jhanda,0345-5078278,Both
SWABI,TOPI,BHU Kotha,BHU Kotha,0345-9492066,Both
SWABI,SWABI,Bacha Khan Medical Complex Shah Mansoor,Bacha Khan Medical Complex Shah Mansoor,0345-9271964,Both
SWABI,RAZZAR,CH Kalu Khan,CH Kalu Khan,0310-7071048,Both
SWABI,TOPI,CH Topi,CH Topi,0310-5128512,Both
SWABI,TOPI,CH kabgani,CH kabgani,0300-9016828,Both
SWABI,SWABI,DHQ hospital swabi khas,DHQ hospital swabi khas,0312-9502051,Both
SWABI,SWABI,RHC  Marghuz,RHC  Marghuz,0345-9106569,Both
SWABI,RAZZAR,RHC  Sheikh Jana,RHC  Sheikh Jana,0342-9872926,Both
SWABI,LAHOR,RHC Ambar Kunda,RHC Ambar Kunda,0300-5684137,Both
SWABI,RAZZAR,RHC Shewa,RHC Shewa,0334-9629344,Both
SWABI,LAHOR,RHC Tordher,RHC Tordher,0345-8980759,Both
SWABI,RAZZAR,RHC Yar Hussain West,RHC Yar Hussain West,0348-0988426,Both
SWABI,LAHOR,THQ Lahor,THQ Lahor,0313-5872094,Both
SWAT,BARIKOT,CH Barikot,CH Barikot,0345-9281010,Both
SWAT,KABAL,CH Kabal,CH Kabal,0300-5740043,Both
SWAT,BAHRAIN,CH Kalam,CH Kalam,0343-9297981,Both
SWAT,KHWAZA KHELA,CH Khawazakhela,CH Khawazakhela,0341-6828282,Both
SWAT,BAHRAIN,CH Madyan,CH Madyan,0345-9454849,Both
SWAT,BABOZAI,CH Manglore,CH Manglore,0303-2206878,Both
SWAT,BABOZAI,STH Saidu Wing,STH Saidu Wing,0334-9339336,Both
SWAT,MATTA,ZKS/THQ Hospital Matta,ZKS/THQ Hospital Matta,0342-2813066,Both
SWAT,,RHC Chuprial,RHC Chuprial,,Both
SWAT,,RHC Darmai,RHC Darmai,,Both
SWAT,,RHC Devlai,RHC Devlai,,Both
SWAT,BABOZAI,Wadodia Hall,Near Janzeb Collage Sido Shareef sawat,0343-9297915,Both
SWAT,KHWAZA KHELA,BHU Fateh Pur,Khwaza khela,0345-1937054,Both
Swat,Charbagh,BHU Charbagh,BHU Charbagh,,Both
TANK,TANK,DHQ Hospital Tank,DHQ Hospital Tank,0342-9505781,Both
TANK,TANK,RHC AMA KHEL,RHC AMA KHEL,0333-6052939,Both
TANK,TANK,RHC GOMAL BAZAR,RHC GOMAL BAZAR,0333-9963168,Both
TANK,TANK,RHC GUL IMAM,RHC GUL IMAM,0300-9095560,Both
TANK,TANK,BHU Dabbara,BHU Dabbara,,Both
TANK,TANK,BHU Ranwal,BHU Ranwal,,Both
TANK,TANK,CH Jandola,CH Jandola,,Both
TOR GHAR,"TOR GHAR (F.R KALADHAKA)",BHU Dor Maira,BHU Dor Maira,0345-6461621,Both
TOR GHAR,"TOR GHAR (F.R KALADHAKA)",BHU Judba,BHU Judba,0345-9991320,Both
TOR GHAR,"TOR GHAR (F.R KALADHAKA)",BHU Maira mada Khail,BHU Maira mada Khail,0348-1301586,Both
UPPER DIR,SHARINGAL,Cat D Hospital patrak Gharbi,Cat D Hospital patrak Gharbi,0333-9693192,Both
UPPER DIR,DIR,Cat. D Hospital Barawal,Cat. D Hospital Barawal,0302-8366772,Both
UPPER DIR,WARI,Cat. D Hospital Wari,Cat. D Hospital Wari,0301-8811089,Both
UPPER DIR,DIR,DHQ Hospital Dir,DHQ Hospital Dir,0300-5293380,Both
UPPER DIR,WARI,RHC Bandi,RHC Bandi,0300-0246469,Both
UPPER DIR,DIR,RHC Bibyaware,RHC Bibyaware,0301-8155847,Both
UPPER DIR,SHARINGAL,RHC Sheringal,RHC Sheringal,0300-0246469,Both
UPPER DIR,DIR,RHC Tar-pa-Tar,RHC Tar-pa-Tar,0300-8909660,Both
"",,,PUNJAB,,
"",,,,Contact,Designated
District,Tehsil,CVC/ MVC Name,Address,,
"",,,,Number,For
"",,,,Dr Mubashir,
ATTOCK,Jand,Danish School Administration Block Tehsil Jand,Danish School Administration Block Tehsil Jand,,Citizens
"",,,,0302-9360598,
"",,,,Dr Tufail Khan,
"",,,,0306-5432277,
ATTOCK,Attock,Field Hospital District Attock,Field Hospital District Attock,,Citizens
"",,,,Dr Aamir Mehmood,
"",,,,0345-5610668,
"",,,,Dr Babar,
ATTOCK,Hassanabdal,Gymanism building Tehsil Hassanabdal,Gymanism building Tehsil Hassanabdal,,Citizens
"",,,,0342-5558369,
"",,MC Office Tehsil Pindigheb and Adjacanet Rest House Tehsil,,Dr Muddasir,
ATTOCK,Pindigheb,,MC Office Tehsil Pindigheb and Adjacanet Rest House Tehsil Pindiheb,,Citizens
"",,Pindiheb,,0332-5976007,
BAHAWALNAGAR,Fortabbas,Govt Graduate College Hall Fortabbas,Govt Graduate College Hall Fortabbas,0333-8347337,Citizens
BAHAWALNAGAR,Haroonabad,"Multipurpose Hall, Govt. Model High School Haroonabad","Multipurpose Hall, Govt. Model High School Haroonabad",0345-8035247,Citizens
BAHAWALNAGAR,Chistian,"Quaid-e-Azam Acedemy, 4/FW Chishtian","Quaid-e-Azam Acedemy, 4/FW Chishtian",0304-8245968,Citizens
BAHAWALNAGAR,Bahawalnagar,Rice Research Station Bahawalnagar,Rice Research Station Bahawalnagar,0323-4964966,Citizens
"",,,,0331-8220932,
BAHAWALNAGAR,Minchinabad,TMA Hall Minchinabad,TMA Hall Minchinabad,,Citizens
"",,,,0323-1484110,
BAHAWALPUR,Yazman,Baldia Hall Yazman (NEW),Baldia Hall Yazman (NEW),0321-7571727,Citizens
BAHAWALPUR,KPT,DDHO KPT ( New),DDHO KPT ( New),0300-7849689,Citizens
BAHAWALPUR,Bahawalpur,Govt TibIA College Bahawalpur,Govt TibIA College Bahawalpur,0300-8804863,Citizens
BAHAWALPUR,Ahamad pur East,Population office Ahmed Pur,Population office Ahmed Pur,0305-6658108,Citizens
BAHAWALPUR,Hasilpur,TMA Office Hasilpur (NEW),TMA Office Hasilpur (NEW),0301-6573927,Citizens
BAHAWALPUR,Bahawalpur,Special Eductaion Degree College near Civil Hospital,Special Eductaion Degree College near Civil Hospital,0302-6550072,Citizens
BHAKKAR,Bhakkar,Fatima tul Zohra Hospital Tehsil bhakkar,Fatima tul Zohra Hospital Tehsil bhakkar,0300-8760989,Citizens
BHAKKAR,Darya Khan,"Sports Gymnasium, Daryakhan City Tehsil Daryakhan","Sports Gymnasium, Daryakhan City Tehsil Daryakhan",0342-1570396,Citizens
BHAKKAR,Mankera,"TMA, Hall, Mankera City, Tehsil Mankera","TMA, Hall, Mankera City, Tehsil Mankera",0333-6842465,Citizens
BHAKKAR,Kallur Kot,"Town Commettee, Hall, Kallurkot City Tehsil Kallurkot","Town Commettee, Hall, Kallurkot City Tehsil Kallurkot",0316-1747211,Citizens
CHAKWAL,Talagang,Govt. Degree College for Boys,Govt. Degree College for Boys,0331-5867440,Citizens
CHAKWAL,CHAKWAL,"Begum Noor Memorial, Hospital Bhubhar Kal","Begum Noor Memorial, Hospital Bhubhar Kal",0312-8373001,Citizens
CHAKWAL,Choa Saiden shah,Mushtaq Baig Hospital,Mushtaq Baig Hospital,3335902949,Citizens
CHAKWAL,Kallar Kahar,Govt Boys Degree College,Govt Boys Degree College,3335902949,Citizens
CHAKWAL,Talagang,Al Mustafa Trust Hospital,Al Mustafa Trust Hospital,3335902949,Citizens
CHAKWAL,Chakwal,"Umeed  Hospital , Mureed","Umeed  Hospital , Mureed",0336-5978529,Citizens
CHINIOT,Chiniot,Chenab Officer Club Chiniot,Chenab Officer Club Chiniot,0334-6363595,Citizens
CHINIOT,Bhowana,GGHS Bhowana (NEW),GGHS Bhowana (NEW),0345-7706061,Citizens
CHINIOT,Lalian,Population Office Lalian (NEW),Population Office Lalian (NEW),0333-6162224,Citizens
DERA GHAZI,,,,,
"",DG Khan,"Canal Rest House, Medical college, Dera Ghazi Khan","Canal Rest House, Medical college, Dera Ghazi Khan",3328760903,Citizens
KHAN,,,,,
DERA GHAZI,,,,,
"",Taunsa,"Govt. Degree College for Boys, Taunsa, DG Khan","Govt. Degree College for Boys, Taunsa, DG Khan",3328760903,Citizens
KHAN,,,,,
FAISALABAD,Faisalabad,"RHC Khurrianwala, New Building, Faisalabad","RHC Khurrianwala, New Building, Faisalabad",1033,Citizens
FAISALABAD,Jaranwala,Sports Complex Jaranwala,Sports Complex Jaranwala,"0333-6616018,",Citizens
FAISALABAD,Faisalabad,Support Complex Chak Jhumra,Support Complex Chak Jhumra,3006687751,Citizens
FAISALABAD,Faisalabad,"Support complex samanabad, Faisalabad","Support complex samanabad, Faisalabad",3006687751,Citizens
FAISALABAD,Samudari,"THQ Hospital New Building,  Sumandri","THQ Hospital New Building,  Sumandri",3467610671,Citizens
FAISALABAD,Tandlianwala,"THQ Hospital New Building,  Tandlianwala","THQ Hospital New Building,  Tandlianwala",3006687751,Citizens
GUJRANWALA,KAMOKE,AC office Kamoke (NEW),AC office Kamoke (NEW),0300-9644810,Citizens
GUJRANWALA,Gujranwala,Art Council Hall Gujranwala,Art Council Hall Gujranwala,0303-6870324,Citizens
GUJRANWALA,"NOWSHERAVIRKAN",DC Camp office Nowshehra (NEW),DC Camp office Nowshehra (NEW),0322-7640374,Citizens
GUJRANWALA,Gujranwala,DOH OFFICE GUJRANWALA,DOH OFFICE GUJRANWALA,0322-6844130,Citizens
GUJRANWALA,WAZIRABAD,Degree College Wazirabad (NEW),Degree College Wazirabad (NEW),0300-8628268,Citizens
GUJRANWALA,Gujranwala,District Council Hall Gujranwala,District Council Hall Gujranwala,0322-6844130,Citizens
GUJRAT,Gujrat,Gymansium / Field Hospital Gujrat,Gymansium / Field Hospital Gujrat,0314-4877828,Citizens
GUJRAT,Kharian,Muncipal Committee Hall Lala Musa,Muncipal Committee Hall Lala Musa,0335-6646703,Citizens
GUJRAT,Gujrat,Municipal Corporation Library Kunjah,Municipal Corporation Library Kunjah,0347-6349667,Citizens
GUJRAT,Saraialamgir,Rescue 1122 Building Sarai Alamgir,Rescue 1122 Building Sarai Alamgir,0322-4744748,Citizens
GUJRAT,Gujrat,Hashmat Medical College,Hashmat Medical College,3216231488,Citizens
GUJRAT,Kharian,Govt. Associate College for Boys,Govt. Associate College for Boys,3216231488,Citizens
GUJRAT,kharian,Building of Population Walfare Department,Building of Population Walfare Department,3216231488,Citizens
GUJRAT,Gujrat,Govt. Maternity Hospital Tanda,Govt. Maternity Hospital Tanda,3216231488,Citizens
GUJRAT,Kharian,Rural Health Center Dinga,Rural Health Center Dinga,0321-6262542,Citizens
HAFIZABAD,Pindibhatian,Gymansium Pindi Bhattian,Gymansium Pindi Bhattian,0342-0010517,Citizens
HAFIZABAD,Hafizabad,Tehsil Council Hafizabad,Tehsil Council Hafizabad,0342-1460820,Citizens
JHANG,JHANG,Red Cresent Hospital Jhang City,Red Cresent Hospital Jhang City,0321-6508454,Citizens
JHANG,AHMADPUR SIAL,TC Hall GM Raja (NEW),TC Hall GM Raja (NEW),0335-6025056,Citizens
JHELUM,Jhelum,Govt. Cpmprihensive high school for boys Jhelum,Govt. Cpmprihensive high school for boys Jhelum,3455651216,Citizens
JHELUM,PD Khan,"Special Education School, PD khan","Special Education School, PD khan",3346459048,Citizens
JHELUM,Sohawa,"Special Education School, Sohawa","Special Education School, Sohawa",3058781833,Citizens
KASUR,Kasur,District Public School Kasur,District Public School Kasur,0323-2297700,Citizens
KASUR,Chunian,"Govt, Special Education Center Chunian","Govt, Special Education Center Chunian",0322-4942322,Citizens
KASUR,Pattoki,Govt. Degree College for Boys Pattoki,Govt. Degree College for Boys Pattoki,0307-6110166,Citizens
KASUR,Kot Radha Kishan,The Learning School Kot Radha Kishan,The Learning School Kot Radha Kishan,0307-4452428,Citizens
KHANEWAL,Jahanian,"Govt. Degree Girls College, Jahanian","Govt. Degree Girls College, Jahanian",0300-5613000,Citizens
KHANEWAL,Mian Channu,"Municiple Committee Office  Tulamba, Mian Channu","Municiple Committee Office  Tulamba, Mian Channu",0305-8855797,Citizens
KHANEWAL,Khanewal,Tehsil Counil khanewal,Tehsil Counil khanewal,0300-7898792,Citizens
KHANEWAL,Kabirwala,Tehsil Municipal Kabirwala (Tentative),Tehsil Municipal Kabirwala (Tentative),0301-7515388,Citizens
KHUSHAB,Quaidabad,Doctor Hostel Quaidabad,Doctor Hostel Quaidabad,0303-6545163,Citizens
KHUSHAB,Noor pur Thal,Family Planing Office Noor Pur Thal,Family Planing Office Noor Pur Thal,0301-4386821,Citizens
KHUSHAB,Khushab,Old City Hospital Juharabad,Old City Hospital Juharabad,0341-8145969,Citizens
KHUSHAB,Naushera,TB Hospital (Non- Functional) Naushera,TB Hospital (Non- Functional) Naushera,"0302-33663660314-4790663",Citizens
LAHORE,Raiwind,Expo Centre  Johar Town  Lahore,Expo Centre  Johar Town  Lahore,1033,Citizens
LAHORE,Lahore City,LDA Sports Complex Minar e Pakistan,LDA Sports Complex Minar e Pakistan,1033,Citizens
LAHORE,Cantt,Pakistan Kidney and Liver Research Institute (PKLI),Pakistan Kidney and Liver Research Institute (PKLI),1033,Citizens
LAHORE,Raiwind,Central Park Medical College,Central Park Medical College,1033,Citizens
LAHORE,Shalimar,Lahore Medical and Dental College,Lahore Medical and Dental College,1033,Citizens
LAHORE,Cantt,Railway Dispensary,Railway Dispensary,1033,Citizens
LAHORE,Raiwind,Indus Hospital Raiwind,Indus Hospital Raiwind,1033,Citizens
LAHORE,Lahore City,Indus Hospital Sabzazar,Indus Hospital Sabzazar,1033,Citizens
LAHORE,Cantt,Indus Hospital Kahna Nau,Indus Hospital Kahna Nau,1033,Citizens
LAHORE,Cantt,Indus Hospital Manawan,Indus Hospital Manawan,1033,Citizens
LAYYAH,Layyah,MC Hall Chowk Azam,MC Hall Chowk Azam,0300-5464694,Citizens
LAYYAH,Karor,MC Hall Fateh pur,MC Hall Fateh pur,0302-6965625,Citizens
LAYYAH,Karor,MC Hall Karor,MC Hall Karor,0304-3204218,Citizens
LAYYAH,Layyah,Zila Councel HaLL Layyah,Zila Councel HaLL Layyah,0306-7842835,Citizens
LODHRAN,LODHRAN,District Sports Complex Near Charr Naher Lodhran,District Sports Complex Near Charr Naher Lodhran,0333-6427050,Citizens
LODHRAN,KEHROR PACCA,Govt Degree college Boys Kehror Pacca,Govt Degree college Boys Kehror Pacca,0333-6427050,Citizens
LODHRAN,DUNYAPUR,Govt Special Education School Dunyapur,Govt Special Education School Dunyapur,0333-6427050,Citizens
"MANDIBAHAUDDIN",Malakwal,"Ex-Building of RHC Malakwal, Malakwal","Ex-Building of RHC Malakwal, Malakwal",3404280766,Citizens
"MANDIBAHAUDDIN",Phalia,"Ex-Building of THQ Phalia, Phalia","Ex-Building of THQ Phalia, Phalia",3335050215,Citizens
"MANDIBAHAUDDIN","MANDIBAHAUDDIN","Halal e Ahmar Complex, Mandi Bahauddin","Halal e Ahmar Complex, Mandi Bahauddin",3453805782,Citizens
MIANWALI,ISAKHEL,Family Health Clinic Building Isa Khel,Family Health Clinic Building Isa Khel,"0309-0917428  ,0304-0925199",Citizens
MIANWALI,Piplan,Family Health Clinic Building Piplan,Family Health Clinic Building Piplan,0301-7957152,Citizens
MIANWALI,MIANWALI,"Old Building of Trama Center, Mianwali","Old Building of Trama Center, Mianwali",0300-4091959,Citizens
MULTAN,Shujabad,Boys Hostel Govt.Higher School Shujabad,Boys Hostel Govt.Higher School Shujabad,0336-8311425,Citizens
MULTAN,Multan City,DHDC Multan,DHDC Multan,0317-6541834,Citizens
MULTAN,Multan City,Quaid e Azam academy for educational development,Quaid e Azam academy for educational development,"0300-7384994061-9200375",Citizens
MULTAN,JPPW,"ddho office,jalalpur pirwala","ddho office,jalalpur pirwala",0300-1021272,Citizens
MUZAFFARGARH,"TEHSILALIPUR",Muncipal Committe Hall Alipur,Muncipal Committe Hall Alipur,662700999,Citizens
MUZAFFARGARH,TEHSIL  JATOI,Rescue 1122 Office Sithari Road Tehsil Jatoi,Rescue 1122 Office Sithari Road Tehsil Jatoi,3007777259,Citizens
MUZAFFARGARH,"TEHSIL  KOTADU",Tehsil Council Hall Railway Road Kot Adu,Tehsil Council Hall Railway Road Kot Adu,3336010901,Citizens
MUZAFFARGARH,"TEHSILMUZAFFARGARH",Yadgar Club M.Garh,Yadgar Club M.Garh,3224504304,Citizens
NANKANA SAHIB,Sangla Hill,Govt.Technology for Boys Sangla Hill,Govt.Technology for Boys Sangla Hill,3378655416,Citizens
NANKANA SAHIB,Nankana sahib,Gurudwara Tambo Sahib,Gurudwara Tambo Sahib,3378655416,Citizens
NANKANA SAHIB,Shahkot,Hockey Stadium Tehsil Shahkot,Hockey Stadium Tehsil Shahkot,3378655416,Citizens
NAROWAL,Shakrgarh,"Govt. Degree College For Boys, Shakargarh","Govt. Degree College For Boys, Shakargarh",3007762738,Citizens
NAROWAL,Zafarwal,Govt.Girls Degree College Zafarwal,Govt.Girls Degree College Zafarwal,3354949029,Citizens
NAROWAL,Narowal,"Narowal Public School, Narowal","Narowal Public School, Narowal",3004447544,Citizens
OKARA,Depalpur,Degree college Deepalapur (New),Degree college Deepalapur (New),"Dr. Syed Junaid0310-1637469Dr. M. Yousaf0310-6685097",Citizens
OKARA,Okara,Gymnasium Okara (New),Gymnasium Okara (New),"Dr. Nadia0300-0071266Rizwan UllahSiddique0321-7323143",Citizens
PAKPATTAN,Pakpattan,District Library Near DC Office,District Library Near DC Office,3008750786,Citizens
PAKPATTAN,Arifwala,Muncipal Coorporation Hall TMA Arifwala (NEW),Muncipal Coorporation Hall TMA Arifwala (NEW),3007830219,Citizens
"RAHIM YARKHAN",Liaqatpur,DDHO Office Liaqat Pur,DDHO Office Liaqat Pur,3006706252,Citizens
"RAHIM YARKHAN",Sadiqaabad,DDHO Office Sadiqbad,DDHO Office Sadiqbad,3344677110,Citizens
"RAHIM YARKHAN","RAHIM YARKHAN",Sheikh Khalifa Allied Health School,Sheikh Khalifa Allied Health School,3360000170,Citizens
RAJANPUR,RAJANPUR,GGHS Rajanpur,GGHS Rajanpur,0333-1787235,Citizens
RAJANPUR,Jampur,GHS Jampur,GHS Jampur,0337-7278034,Citizens
RAWALPINDI,RAWALPINDI,District Health Office Rawalpindi,District Health Office Rawalpindi,3145112175,Citizens
RAWALPINDI,RAWALPINDI,Fatima Jinnah Women Univeristy (Admin Block),Fatima Jinnah Women Univeristy (Admin Block),"051-9292900Extension: 1138",Citizens
RAWALPINDI,RAWALPINDI,RED CRESCENT  Mass Vaccintion Centre,RED CRESCENT  Mass Vaccintion Centre,"Dr. Saim (3042226465)",Citizens
RAWALPINDI,KAHUTA,Shahbaz Sharif Support Complex,Shahbaz Sharif Support Complex,"Dr. Zaheer (3055561668)Imran (03005154790)",Citizens
RAWALPINDI,RAWALPINDI,"Tehsil  Office, Kahuta (NEW)","Tehsil  Office, Kahuta (NEW)","Dr. Shehryar (3225040550)",Citizens
RAWALPINDI,KOTLI SATTIAN,"Tehsil  Office, Kotli Sattiyan (NEW)","Tehsil  Office, Kotli Sattiyan (NEW)","Dr. Abrar (3009898700)",Citizens
RAWALPINDI,MURREE,"Tehsil  Office, Murree (NEW)","Tehsil  Office, Murree (NEW)","Dr. Azhar (3215051606)",Citizens
RAWALPINDI,TAXILA,"Tehsil  Office, Taxila","Tehsil  Office, Taxila","Dr. Mohsin (3338817766)Dr. Ajmal (3470051968)",Citizens
RAWALPINDI,GUJAR KHAN,Tehsil Municipal - Office (TMA office) service road Gujjar Khan,Tehsil Municipal - Office (TMA office) service road Gujjar Khan,"Dr. Amir Sheikh (301 5252622)",Citizens
RAWALPINDI,"KALLARSAYADDAN",Tehsil Office Kallar Syedan (New),Tehsil Office Kallar Syedan (New),"Dr. Abid (3009502990)",Citizens
SAHIWAL,Sahiwal,Gymnasium near Yaadgar chowk (NEW),Gymnasium near Yaadgar chowk (NEW),"Dr. Salauddin0320-6775555",Citizens
SAHIWAL,Chichawatni,Old judicial Complex Chichawatni,Old judicial Complex Chichawatni,"Dr. Asad Shakeel0332-7491840",Citizens
SARGODHA,Sargodha,"Civil Defence Hall, Sargodha","Civil Defence Hall, Sargodha",0307-6261308,Citizens
SARGODHA,Bhera,DDHO Office Bhera,DDHO Office Bhera,0301-7237081,Citizens
SARGODHA,Shahpur,MC Hall Shahpur,MC Hall Shahpur,0300-9603402,Citizens
SARGODHA,Silanwali,MC Hall Sillanwali,MC Hall Sillanwali,0301-4264372,Citizens
SARGODHA,Kotmomin,NEW TMA Hall Salim Road Kotmomin,NEW TMA Hall Salim Road Kotmomin,0307-0963200,Citizens
SARGODHA,Sahiwal,Sports Stadium Sahiwal,Sports Stadium Sahiwal,0303-7907252,Citizens
SARGODHA,Bhalwal,TMA Hall Bhalwal,TMA Hall Bhalwal,0300-9600672,Citizens
SHEIKHUPURA,Ferozewala,Sports Complex Near THQ Hospital Ferozewala,Sports Complex Near THQ Hospital Ferozewala,"Dr. Ali0333-7576888",Citizens
SHEIKHUPURA,Sheikhupura,Waris Shah Auditorium Cricket Stadium  Sheikhupura,Waris Shah Auditorium Cricket Stadium  Sheikhupura,"Dr. Nauman0323-4782482",Citizens
SIALKOT,Sialkot,Field Hospital Hockey Stadium Pasrur Road Sialkot,Field Hospital Hockey Stadium Pasrur Road Sialkot,333 0959597,Citizens
SIALKOT,Sambrial,Govt Boys Islamia Degree college Dryport chownk tehsil  Sambrial,Govt Boys Islamia Degree college Dryport chownk tehsil  Sambrial,0331 6124008,Citizens
SIALKOT,Daska,Govt. Boys Christan High School,Govt. Boys Christan High School,0304 4935609,Citizens
SIALKOT,Pasrur,Muncipal Committee Pasrur,Muncipal Committee Pasrur,0333 8606454,Citizens
TOBA TEK SINGH,kamalia,DDHO Kamalia Office,DDHO Kamalia Office,3317296003,Citizens
TOBA TEK SINGH,Toba Tek Singh,Old City Hospital,Old City Hospital,3337661138,Citizens
TOBA TEK SINGH,Gojra,"Govt. College for Women (Zainab Hall) College Raod, Near DDHOOffice Gojra.","Govt. College for Women (Zainab Hall) College Raod, Near DDHO OfficeGojra.",3337661138,Citizens
TOBA TEK SINGH,pirmahal,Public Library Pirmahal (NEW),Public Library Pirmahal (NEW),3416725244,Citizens
VEHARI,BUREWALA,Gymnasium Burewala,Gymnasium Burewala,0300-6991522,Citizens
VEHARI,MAILSI,Gymnasium Mailsi,Gymnasium Mailsi,0301-7932844,Citizens
VEHARI,VEHARI,Gymnasium Vehari,Gymnasium Vehari,0333-6261201,Citizens
PUNJAB,,,,,,,
"",PUNJAB,,,,,,
"",,,,,,,
District,Tehsil,AVC Name,Address,,esignated,,
District,Tehsil,AVC Name,Address,,,,
"",,,,or,,,
ATTOCK,ATTOCK,Isfandyar Bukahri Hospital Attock,Isfandyar Bukahri Hospital Attock,HCW,,,
ATTOCK,HASAN ABDAL,THQ Hassan Abdal,THQ Hassan Abdal,HCW,,,
ATTOCK,FATEH JANG,THQ Hospital Fateh Jang,THQ Hospital Fateh Jang,HCW,,,
ATTOCK,HAZRO,THQ Hospital Hazro,THQ Hospital Hazro,HCW,,,
ATTOCK,JAND,THQ Hospital Jand,THQ Hospital Jand,HCW,,,
ATTOCK,PINDI GHEB,THQ Hospital Pindi Gheb,THQ Hospital Pindi Gheb,HCW,,,
BAHAWALNAGAR,BAHAWALNAGAR,"DHQ:HOSPITAL, BAHAWAL NAGAR.","DHQ:HOSPITAL, BAHAWAL NAGAR.",HCW,,,
BAHAWALNAGAR,CHISHTIAN,"THQ HOSPITAL, CHISHTIAN.","THQ HOSPITAL, CHISHTIAN.",HCW,,,
BAHAWALNAGAR,FORTABBAS,"THQ HOSPITAL, FORT ABBAS.","THQ HOSPITAL, FORT ABBAS.",HCW,,,
BAHAWALNAGAR,MINCHINABAD,"THQ HOSPITAL, MINCHINABAD.","THQ HOSPITAL, MINCHINABAD.",HCW,,,
BAHAWALNAGAR,HAROONABAD,"THQ, HOSPITAL, HAROON ABAD.","THQ, HOSPITAL, HAROON ABAD.",HCW,,,
BAHAWALPUR,BAHAWALPUR,B.V. HOSPITAL BAHAWALPUR,B.V. HOSPITAL BAHAWALPUR,HCW,,,
BAHAWALPUR,BAHAWALPUR,CIVIL HOSPITAL BAHAWALPUR,CIVIL HOSPITAL BAHAWALPUR,HCW,,,
BAHAWALPUR,AHMADPUR EAST,"THQ HOSPITAL, AHMADPUR EAST.","THQ HOSPITAL, AHMADPUR EAST.",HCW,,,
BAHAWALPUR,HASILPUR,"THQ HOSPITAL, HASILPUR.","THQ HOSPITAL, HASILPUR.",HCW,,,
BAHAWALPUR,"KHAIRPURTAMEWALI",THQ KHAIR PUR TAMEWALI,THQ KHAIR PUR TAMEWALI,HCW,,,
BAHAWALPUR,YAZMAN,THQ YAZMAN,THQ YAZMAN,HCW,,,
BHAKKAR,BHAKKAR,"DHQ Hospital Bhakkar, Bhakkar","DHQ Hospital Bhakkar, Bhakkar",HCW,,,
